Country,Happiness Score,GDP per Capita,Social Support,Social Support.1,Healthy Life Expectancy,Healthy Life Expectancy.1,Freedom to Make Life Choices,Freedom to Make Life Choices.1,Generosity,Generosity.1,Perceptions of Corruption,Perceptions of Corruption.1,Year,Continent
Madagascar,3.816,7.334,0.673,,57.06,,0.48,,-0.019,,0.868,,2021,Africa
Madagascar,3.676,7.34,0.655,,57.48,,0.529,,-0.023,,0.791,,2021,Africa
Madagascar,3.593,7.344,0.647,,57.9,,0.545,,-0.041,,0.861,,2021,Africa
Madagascar,3.663,7.356,0.746,,58.3,,0.57,,-0.069,,0.864,,2021,Africa
Madagascar,4.079,7.368,0.626,,58.7,,0.57,,-0.033,,0.847,,2021,Africa
Madagascar,4.071,7.386,0.666,,59.1,,0.551,,0.003,,0.889,,2021,Africa
Madagascar,4.339,7.406,0.701,,59.5,,0.55,,-0.012,,0.72,,2021,Africa
Malawi,3.83,6.678,0.554,,44.88,,0.767,,0.2,,0.676,,2021,Africa
Malawi,4.891,6.742,0.6,,46.26,,0.91,,0.202,,0.691,,2021,Africa
Malawi,5.148,6.838,0.718,,49.02,,0.879,,0.176,,0.689,,2021,Africa
Malawi,3.946,6.895,0.613,,51.42,,0.733,,0.099,,0.853,,2021,Africa
Malawi,4.279,6.885,0.604,,52.44,,0.637,,0.169,,0.886,,2021,Africa
Malawi,4.035,6.907,0.563,,53.46,,0.752,,0.078,,0.857,,2021,Africa
Malawi,4.563,6.935,0.512,,54.48,,0.786,,0.061,,0.824,,2021,Africa
Malawi,3.868,6.935,0.494,,55.5,,0.801,,0.058,,0.835,,2021,Africa
Malawi,3.476,6.932,0.524,,56.2,,0.81,,0.066,,0.824,,2021,Africa
Malawi,3.417,6.945,0.555,,56.9,,0.848,,0.025,,0.735,,2021,Africa
Malawi,3.335,6.949,0.528,,57.6,,0.799,,0.073,,0.766,,2021,Africa
Malawi,3.869,6.966,0.549,,58.3,,0.765,,0.004,,0.68,,2021,Africa
Malaysia,6.012,9.839,0.866,,64.96,,0.837,,0.201,,0.74,,2021,Asia
Malaysia,6.239,9.881,0.871,,65.12,,0.844,,0.089,,0.799,,2021,Asia
Malaysia,5.807,9.909,0.803,,65.28,,0.78,,0.044,,0.884,,2021,Asia
Malaysia,5.385,9.875,0.792,,65.44,,0.874,,-0.009,,0.858,,2021,Asia
Malaysia,5.58,9.93,0.839,,65.6,,0.769,,0.032,,0.844,,2021,Asia
Malaysia,5.786,9.966,0.77,,65.76,,0.84,,-0.016,,0.842,,2021,Asia
Malaysia,5.914,10.005,0.841,,65.92,,0.848,,0.017,,0.847,,2021,Asia
Malaysia,5.77,10.037,0.831,,66.08,,0.791,,0.264,,0.755,,2021,Asia
Malaysia,5.963,10.082,0.863,,66.24,,0.808,,0.239,,0.845,,2021,Asia
Malaysia,6.322,10.118,0.818,,66.4,,0.675,,0.222,,0.838,,2021,Asia
Malaysia,5.339,10.223,0.789,,67.0,,0.875,,0.127,,0.894,,2021,Asia
Malaysia,5.428,10.252,0.842,,67.2,,0.916,,0.123,,0.782,,2021,Asia
Mali,4.014,7.593,0.761,,45.92,,0.555,,-0.072,,0.761,,2021,Africa
Mali,4.115,7.607,0.747,,47.16,,0.495,,-0.012,,0.918,,2021,Africa
Mali,3.977,7.622,0.733,,47.78,,0.634,,0.008,,0.819,,2021,Africa
Mali,3.762,7.642,0.751,,48.4,,0.749,,-0.028,,0.811,,2021,Africa
Mali,4.667,7.643,0.796,,48.76,,0.823,,-0.101,,0.726,,2021,Africa
Mali,4.313,7.605,0.823,,49.12,,0.704,,-0.088,,0.787,,2021,Africa
Mali,3.676,7.599,0.82,,49.48,,0.665,,-0.053,,0.755,,2021,Africa
Mali,3.975,7.638,0.843,,49.84,,0.652,,-0.037,,0.658,,2021,Africa
Mali,4.582,7.669,0.83,,50.2,,0.634,,-0.068,,0.8,,2021,Africa
Mali,4.016,7.695,0.836,,50.7,,0.696,,-0.07,,0.862,,2021,Africa
Mali,4.742,7.718,0.741,,51.2,,0.753,,-0.069,,0.863,,2021,Africa
Mali,4.416,7.733,0.692,,51.7,,0.737,,-0.034,,0.793,,2021,Africa
Mali,4.988,7.752,0.755,,52.2,,0.67,,-0.038,,0.846,,2021,Africa
Malta,6.452,10.486,0.941,,72.08,,0.904,,0.404,,0.67,,2021,Europe
Malta,6.613,10.566,0.919,,72.2,,0.912,,0.347,,0.664,,2021,Europe
Malta,6.591,10.599,0.93,,72.2,,0.916,,0.345,,0.696,,2021,Europe
Malta,6.676,10.635,0.937,,72.2,,0.924,,0.253,,0.69,,2021,Europe
Malta,6.91,10.67,0.932,,72.2,,0.927,,0.179,,0.595,,2021,Europe
Malta,6.733,10.677,0.922,,72.2,,0.924,,0.087,,0.689,,2021,Europe
Mauritania,4.149,8.533,0.682,,53.66,,0.573,,-0.072,,0.586,,2021,Africa
Mauritania,4.248,8.501,0.67,,53.94,,0.593,,-0.018,,0.841,,2021,Africa
Mauritania,4.5,8.473,0.819,,54.22,,0.735,,0.039,,0.848,,2021,Africa
Mauritania,4.772,8.47,0.857,,54.5,,0.669,,0.055,,0.727,,2021,Africa
Mauritania,4.785,8.481,0.75,,54.82,,0.567,,0.052,,0.747,,2021,Africa
Mauritania,4.673,8.495,0.763,,55.14,,0.487,,-0.021,,0.707,,2021,Africa
Mauritania,4.199,8.506,0.741,,55.46,,0.603,,-0.079,,0.676,,2021,Africa
Mauritania,4.483,8.519,0.853,,55.78,,0.468,,-0.054,,0.589,,2021,Africa
Mauritania,3.923,8.542,0.875,,56.1,,0.447,,0.055,,0.715,,2021,Africa
Mauritania,4.472,8.526,0.785,,56.4,,0.467,,-0.175,,0.842,,2021,Africa
Mauritania,4.678,8.533,0.779,,56.7,,0.527,,-0.153,,0.777,,2021,Africa
Mauritania,4.314,8.526,0.802,,57.0,,0.467,,-0.112,,0.711,,2021,Africa
Mauritania,4.153,8.556,0.798,,57.3,,0.628,,-0.102,,0.743,,2021,Africa
Mauritius,5.477,9.767,0.8,,64.7,,0.848,,0.191,,0.847,,2021,Africa
Mauritius,5.648,9.865,0.785,,65.3,,0.824,,0.176,,0.879,,2021,Africa
Mauritius,5.61,9.935,0.836,,65.8,,0.819,,0.139,,0.891,,2021,Africa
Mauritius,6.174,9.972,0.91,,66.1,,0.912,,0.087,,0.818,,2021,Africa
Mauritius,5.882,10.008,0.909,,66.4,,0.867,,-0.073,,0.785,,2021,Africa
Mauritius,6.241,10.043,0.913,,66.7,,0.893,,-0.053,,0.81,,2021,Africa
Mauritius,6.015,9.972,0.893,,67.0,,0.843,,-0.037,,0.772,,2021,Africa
Mexico,6.525,9.825,0.879,,66.32,,0.67,,-0.095,,0.747,,2021,America
Mexico,6.829,9.821,0.876,,66.38,,0.677,,-0.128,,0.785,,2021,America
Mexico,6.963,9.752,0.868,,66.44,,0.682,,-0.076,,0.764,,2021,America
Mexico,6.802,9.788,0.876,,66.5,,0.778,,-0.048,,0.693,,2021,America
Mexico,6.91,9.81,0.824,,66.68,,0.831,,-0.099,,0.698,,2021,America
Mexico,7.32,9.832,0.767,,66.86,,0.788,,-0.093,,0.633,,2021,America
Mexico,7.443,9.832,0.759,,67.04,,0.739,,-0.165,,0.615,,2021,America
Mexico,6.68,9.847,0.782,,67.22,,0.779,,-0.094,,0.63,,2021,America
Mexico,6.236,9.867,0.761,,67.4,,0.719,,-0.152,,0.708,,2021,America
Mexico,6.824,9.884,0.893,,67.7,,0.752,,-0.153,,0.809,,2021,America
Mexico,6.41,9.893,0.8,,68.0,,0.861,,-0.202,,0.801,,2021,America
Mexico,6.55,9.903,0.858,,68.3,,0.816,,-0.179,,0.809,,2021,America
Mexico,6.432,9.891,0.852,,68.6,,0.903,,-0.141,,0.809,,2021,America
Mexico,5.964,9.782,0.779,,68.9,,0.873,,-0.119,,0.778,,2021,America
Moldova,5.102,8.936,0.812,,60.58,,0.554,,-0.164,,0.926,,2021,Europe
Moldova,4.775,8.968,0.804,,60.76,,0.696,,-0.186,,0.93,,2021,Europe
Moldova,5.503,9.045,0.872,,60.94,,0.641,,-0.056,,0.926,,2021,Europe
Moldova,5.554,8.984,0.856,,61.12,,0.551,,-0.099,,0.925,,2021,Europe
Moldova,5.59,9.054,0.847,,61.3,,0.598,,-0.088,,0.929,,2021,Europe
Moldova,5.792,9.111,0.869,,61.62,,0.628,,-0.082,,0.957,,2021,Europe
Moldova,5.996,9.105,0.826,,61.94,,0.602,,-0.05,,0.955,,2021,Europe
Moldova,5.756,9.192,0.803,,62.26,,0.658,,-0.069,,0.941,,2021,Europe
Moldova,5.917,9.241,0.805,,62.58,,0.623,,-0.113,,0.925,,2021,Europe
Moldova,6.017,9.246,0.84,,62.9,,0.595,,-0.09,,0.943,,2021,Europe
Moldova,5.578,9.3,0.837,,63.6,,0.557,,-0.047,,0.969,,2021,Europe
Moldova,5.326,9.363,0.831,,64.3,,0.553,,-0.053,,0.926,,2021,Europe
Moldova,5.682,9.423,0.892,,65.0,,0.824,,-0.084,,0.929,,2021,Europe
Moldova,5.803,9.475,0.809,,65.7,,0.784,,-0.092,,0.884,,2021,Europe
Moldova,5.812,9.462,0.874,,66.4,,0.859,,-0.058,,0.941,,2021,Europe
Mongolia,4.609,8.833,0.881,,58.82,,0.781,,0.064,,0.918,,2021,Asia
Mongolia,4.493,8.904,0.92,,59.28,,0.484,,0.068,,0.962,,2021,Asia
Mongolia,4.586,8.92,0.904,,60.2,,0.631,,0.099,,0.928,,2021,Asia
Mongolia,5.031,9.061,0.948,,60.5,,0.7,,0.151,,0.931,,2021,Asia
Mongolia,4.885,9.158,0.919,,60.8,,0.688,,0.107,,0.932,,2021,Asia
Mongolia,4.913,9.248,0.935,,61.1,,0.748,,0.136,,0.928,,2021,Asia
Mongolia,4.825,9.304,0.943,,61.4,,0.752,,0.146,,0.909,,2021,Asia
Mongolia,4.983,9.308,0.906,,61.7,,0.686,,0.173,,0.9,,2021,Asia
Mongolia,5.057,9.3,0.947,,61.9,,0.76,,0.09,,0.9,,2021,Asia
Mongolia,5.334,9.334,0.924,,62.1,,0.675,,0.119,,0.865,,2021,Asia
Mongolia,5.465,9.386,0.942,,62.3,,0.696,,0.054,,0.849,,2021,Asia
Mongolia,5.563,9.418,0.946,,62.5,,0.711,,0.149,,0.873,,2021,Asia
Mongolia,6.011,9.396,0.918,,62.7,,0.718,,0.141,,0.843,,2021,Asia
Montenegro,5.196,9.693,0.832,,66.2,,0.512,,-0.134,,0.815,,2021,Europe
Montenegro,4.801,9.699,0.816,,66.8,,0.556,,-0.101,,0.838,,2021,Europe
Montenegro,5.455,9.724,0.805,,67.1,,0.552,,-0.206,,0.757,,2021,Europe
Montenegro,5.223,9.755,0.818,,67.26,,0.546,,-0.226,,0.762,,2021,Europe
Montenegro,5.219,9.726,0.704,,67.42,,0.462,,-0.192,,0.755,,2021,Europe
Montenegro,5.074,9.76,0.736,,67.58,,0.502,,-0.176,,0.693,,2021,Europe
Montenegro,5.283,9.777,0.863,,67.74,,0.503,,0.097,,0.768,,2021,Europe
Montenegro,5.125,9.81,0.74,,67.9,,0.583,,-0.144,,0.781,,2021,Europe
Montenegro,5.304,9.839,0.866,,68.1,,0.569,,-0.087,,0.849,,2021,Europe
Montenegro,5.615,9.885,0.881,,68.3,,0.626,,-0.083,,0.756,,2021,Europe
Montenegro,5.65,9.934,0.856,,68.5,,0.626,,-0.051,,0.769,,2021,Europe
Montenegro,5.386,9.97,0.832,,68.7,,0.694,,-0.105,,0.82,,2021,Europe
Montenegro,5.722,9.913,0.887,,68.9,,0.802,,0.06,,0.845,,2021,Europe
Morocco,5.085,8.783,0.833,,63.8,,0.579,,-0.218,,0.875,,2021,Africa
Morocco,4.97,8.799,0.676,,64.1,,0.757,,-0.187,,0.845,,2021,Africa
Morocco,5.142,8.829,0.597,,64.4,,0.572,,-0.21,,0.771,,2021,Africa
Morocco,5.163,8.872,0.606,,65.0,,0.713,,-0.228,,0.842,,2021,Africa
Morocco,5.386,8.869,0.655,,65.3,,0.817,,-0.237,,0.717,,2021,Africa
Morocco,5.312,8.898,0.641,,65.6,,0.814,,-0.216,,0.841,,2021,Africa
Morocco,4.897,8.914,0.554,,65.9,,0.773,,-0.234,,0.843,,2021,Africa
Morocco,5.057,8.925,0.535,,66.2,,0.757,,-0.244,,0.757,,2021,Africa
Morocco,4.803,8.871,0.553,,66.5,,0.819,,-0.229,,0.803,,2021,Africa
Mozambique,4.595,6.776,0.879,,44.8,,0.684,,0.041,,0.758,,2021,Africa
Mozambique,4.833,6.823,0.748,,45.5,,0.643,,0.074,,0.854,,2021,Africa
Mozambique,4.654,6.865,0.756,,46.2,,0.514,,0.006,,0.864,,2021,Africa
Mozambique,4.971,6.979,0.818,,48.32,,0.639,,-0.024,,0.719,,2021,Africa
Mozambique,4.55,7.141,0.666,,51.2,,0.813,,0.089,,0.632,,2021,Africa
Mozambique,4.28,7.157,0.678,,53.2,,0.823,,-0.03,,0.682,,2021,Africa
Mozambique,4.654,7.162,0.738,,54.2,,0.897,,0.049,,0.691,,2021,Africa
Mozambique,4.932,7.155,0.742,,55.2,,0.87,,0.073,,0.682,,2021,Africa
Myanmar,4.439,8.158,0.612,,57.02,,0.691,,0.645,,0.695,,2021,Asia
Myanmar,4.176,8.23,0.757,,57.38,,0.775,,0.689,,0.638,,2021,Asia
Myanmar,4.224,8.359,0.752,,58.1,,0.808,,0.688,,0.633,,2021,Asia
Myanmar,4.623,8.408,0.793,,58.4,,0.877,,0.679,,0.607,,2021,Asia
Myanmar,4.154,8.464,0.795,,58.7,,0.886,,0.65,,0.619,,2021,Asia
Myanmar,4.411,8.523,0.774,,59.0,,0.906,,0.49,,0.647,,2021,Asia
Myanmar,4.434,8.545,0.763,,59.3,,0.899,,0.561,,0.682,,2021,Asia
Myanmar,4.431,8.554,0.796,,59.6,,0.825,,0.47,,0.647,,2021,Asia
Namibia,4.886,9.059,0.828,,49.68,,0.781,,-0.101,,0.839,,2021,Africa
Namibia,4.574,9.232,0.763,,55.16,,0.849,,-0.183,,0.79,,2021,Africa
Namibia,4.441,9.215,0.828,,56.2,,0.81,,-0.19,,0.831,,2021,Africa
Namibia,4.834,9.204,0.864,,56.5,,0.754,,-0.169,,0.846,,2021,Africa
Namibia,4.436,9.173,0.845,,56.8,,0.739,,-0.174,,0.879,,2021,Africa
Namibia,4.451,9.104,0.741,,57.1,,0.666,,-0.104,,0.81,,2021,Africa
Nepal,4.748,7.638,0.787,,57.7,,0.413,,0.317,,0.891,,2021,Asia
Nepal,4.441,7.686,0.818,,58.2,,0.618,,0.291,,0.9,,2021,Asia
Nepal,4.917,7.723,0.813,,58.7,,0.616,,0.044,,0.95,,2021,Asia
Nepal,4.35,7.765,0.779,,59.2,,0.519,,0.092,,0.911,,2021,Asia
Nepal,3.809,7.797,0.741,,59.4,,0.525,,-0.01,,0.935,,2021,Asia
Nepal,4.233,7.846,0.734,,59.6,,0.638,,0.07,,0.883,,2021,Asia
Nepal,4.605,7.889,0.74,,59.8,,0.722,,0.151,,0.877,,2021,Asia
Nepal,4.975,7.948,0.786,,60.0,,0.712,,0.121,,0.841,,2021,Asia
Nepal,4.812,7.976,0.748,,60.2,,0.763,,0.227,,0.824,,2021,Asia
Nepal,5.1,7.973,0.837,,61.3,,0.839,,0.168,,0.817,,2021,Asia
Nepal,4.737,8.039,0.816,,62.4,,0.845,,0.134,,0.77,,2021,Asia
Nepal,4.91,8.087,0.768,,63.5,,0.77,,0.122,,0.742,,2021,Asia
Nepal,5.449,8.136,0.772,,64.6,,0.79,,0.167,,0.712,,2021,Asia
Netherlands,7.452,10.881,0.944,,70.8,,0.896,,0.344,,0.445,,2021,Europe
Netherlands,7.631,10.899,0.944,,71.0,,0.883,,0.365,,0.419,,2021,Europe
Netherlands,7.502,10.864,0.957,,71.4,,0.921,,0.349,,0.399,,2021,Europe
Netherlands,7.564,10.875,0.938,,71.52,,0.925,,0.336,,0.359,,2021,Europe
Netherlands,7.471,10.861,0.939,,71.64,,0.877,,0.288,,0.434,,2021,Europe
Netherlands,7.407,10.857,0.925,,71.76,,0.919,,0.305,,0.505,,2021,Europe
Netherlands,7.321,10.867,0.909,,71.88,,0.91,,0.331,,0.457,,2021,Europe
Netherlands,7.324,10.882,0.879,,72.0,,0.904,,0.261,,0.412,,2021,Europe
Netherlands,7.541,10.899,0.926,,72.1,,0.907,,0.239,,0.433,,2021,Europe
Netherlands,7.459,10.921,0.937,,72.2,,0.92,,0.25,,0.363,,2021,Europe
Netherlands,7.463,10.941,0.939,,72.3,,0.92,,0.161,,0.371,,2021,Europe
Netherlands,7.425,10.953,0.941,,72.4,,0.886,,0.213,,0.36,,2021,Europe
Netherlands,7.504,10.901,0.944,,72.5,,0.935,,0.151,,0.281,,2021,Europe
New Zealand,7.305,10.526,0.946,,71.2,,0.932,,0.312,,0.224,,2021,Oceania
New Zealand,7.604,10.546,0.967,,71.4,,0.878,,0.279,,0.295,,2021,Oceania
New Zealand,7.381,10.528,0.944,,71.6,,0.893,,0.298,,0.334,,2021,Oceania
New Zealand,7.224,10.52,0.976,,72.0,,0.918,,0.254,,0.321,,2021,Oceania
New Zealand,7.191,10.536,0.954,,72.12,,0.935,,0.284,,0.269,,2021,Oceania
New Zealand,7.25,10.553,0.93,,72.24,,0.902,,0.287,,0.289,,2021,Oceania
New Zealand,7.28,10.571,0.958,,72.36,,0.944,,0.237,,0.312,,2021,Oceania
New Zealand,7.306,10.592,0.942,,72.48,,0.932,,0.348,,0.273,,2021,Oceania
New Zealand,7.418,10.608,0.987,,72.6,,0.942,,0.329,,0.186,,2021,Oceania
New Zealand,7.226,10.623,0.937,,72.8,,0.927,,0.266,,0.278,,2021,Oceania
New Zealand,7.327,10.633,0.955,,73.0,,0.942,,0.294,,0.222,,2021,Oceania
New Zealand,7.37,10.66,0.954,,73.2,,0.949,,0.12,,0.207,,2021,Oceania
New Zealand,7.205,10.666,0.939,,73.4,,0.912,,0.157,,0.234,,2021,Oceania
New Zealand,7.257,10.6,0.952,,73.6,,0.918,,0.125,,0.283,,2021,Oceania
Nicaragua,4.46,8.398,0.877,,64.14,,0.745,,0.01,,0.844,,2021,America
Nicaragua,4.944,8.434,0.866,,64.48,,0.836,,0.14,,0.826,,2021,America
Nicaragua,5.104,8.454,0.857,,64.82,,0.791,,0.076,,0.819,,2021,America
Nicaragua,5.353,8.407,0.835,,65.16,,0.746,,0.07,,0.794,,2021,America
Nicaragua,5.687,8.436,0.863,,65.5,,0.792,,0.018,,0.802,,2021,America
Nicaragua,5.386,8.484,0.8,,65.72,,0.779,,-0.02,,0.76,,2021,America
Nicaragua,5.448,8.534,0.894,,65.94,,0.85,,0.017,,0.644,,2021,America
Nicaragua,5.772,8.569,0.868,,66.16,,0.859,,0.039,,0.636,,2021,America
Nicaragua,6.275,8.602,0.839,,66.38,,0.817,,0.104,,0.699,,2021,America
Nicaragua,5.924,8.636,0.827,,66.6,,0.809,,0.077,,0.728,,2021,America
Nicaragua,6.013,8.668,0.853,,66.9,,0.717,,0.039,,0.731,,2021,America
Nicaragua,6.476,8.7,0.838,,67.2,,0.922,,0.01,,0.673,,2021,America
Nicaragua,5.819,8.647,0.854,,67.5,,0.797,,0.009,,0.713,,2021,America
Nicaragua,6.113,8.595,0.874,,67.8,,0.883,,0.029,,0.622,,2021,America
Niger,3.737,6.888,0.677,,46.36,,0.75,,0.076,,0.755,,2021,Africa
Niger,4.277,6.881,0.726,,47.12,,0.584,,-0.056,,0.748,,2021,Africa
Niger,4.236,6.918,0.607,,47.88,,0.649,,-0.055,,0.749,,2021,Africa
Niger,4.267,6.898,0.771,,48.64,,0.88,,-0.009,,0.483,,2021,Africa
Niger,4.101,6.941,0.655,,49.4,,0.817,,-0.023,,0.529,,2021,Africa
Niger,4.556,6.925,0.818,,49.92,,0.78,,-0.055,,0.549,,2021,Africa
Niger,3.798,6.987,0.7,,50.44,,0.734,,-0.064,,0.777,,2021,Africa
Niger,3.716,7.002,0.696,,50.96,,0.825,,-0.077,,0.711,,2021,Africa
Niger,4.181,7.027,0.753,,51.48,,0.688,,-0.046,,0.605,,2021,Africa
Niger,3.671,7.03,0.713,,52.0,,0.728,,-0.032,,0.703,,2021,Africa
Niger,4.235,7.047,0.683,,52.5,,0.702,,-0.016,,0.814,,2021,Africa
Niger,4.616,7.058,0.582,,53.0,,0.684,,-0.03,,0.778,,2021,Africa
Niger,5.164,7.087,0.612,,53.5,,0.791,,0.009,,0.637,,2021,Africa
Niger,5.004,7.106,0.677,,54.0,,0.831,,0.026,,0.729,,2021,Africa
Nigeria,4.71,8.326,0.735,,44.12,,0.649,,0.085,,0.871,,2021,Africa
Nigeria,4.89,8.364,0.718,,44.64,,0.635,,0.136,,0.918,,2021,Africa
Nigeria,4.939,8.403,0.78,,45.16,,0.584,,0.119,,0.892,,2021,Africa
Nigeria,4.98,8.453,0.722,,45.68,,0.537,,0.067,,0.913,,2021,Africa
Nigeria,4.76,8.504,0.824,,46.2,,0.565,,0.067,,0.911,,2021,Africa
Nigeria,5.493,8.543,0.818,,47.12,,0.652,,0.066,,0.9,,2021,Africa
Nigeria,4.818,8.581,0.663,,47.58,,0.622,,0.051,,0.905,,2021,Africa
Nigeria,4.933,8.615,0.812,,48.5,,0.68,,-0.035,,0.926,,2021,Africa
Nigeria,5.22,8.573,0.805,,48.9,,0.798,,0.043,,0.905,,2021,Africa
Nigeria,5.322,8.555,0.733,,49.3,,0.826,,0.124,,0.835,,2021,Africa
Nigeria,5.252,8.548,0.741,,49.7,,0.79,,-0.01,,0.866,,2021,Africa
Nigeria,4.356,8.544,0.734,,50.1,,0.729,,0.032,,0.873,,2021,Africa
Nigeria,5.503,8.484,0.739,,50.5,,0.713,,0.099,,0.913,,2021,Africa
North Macedonia,4.494,9.416,0.811,,64.095,,0.439,,0.08,,0.87,,2021,Europe
North Macedonia,4.428,9.464,0.734,,64.349,,0.552,,-0.042,,0.844,,2021,Europe
North Macedonia,4.18,9.496,0.687,,64.502,,0.513,,-0.058,,0.856,,2021,Europe
North Macedonia,4.898,9.518,0.784,,64.661,,0.607,,-0.087,,0.865,,2021,Europe
North Macedonia,4.64,9.513,0.798,,64.811,,0.613,,-0.084,,0.92,,2021,Europe
North Macedonia,5.186,9.541,0.832,,64.942,,0.641,,0.025,,0.861,,2021,Europe
North Macedonia,5.204,9.576,0.793,,65.053,,0.645,,0.035,,0.861,,2021,Europe
North Macedonia,4.976,9.613,0.766,,65.145,,0.66,,-0.047,,0.824,,2021,Europe
North Macedonia,5.346,9.64,0.871,,65.225,,0.706,,0.08,,0.87,,2021,Europe
North Macedonia,5.234,9.65,0.8,,65.303,,0.752,,-0.059,,0.856,,2021,Europe
North Macedonia,5.24,9.677,0.849,,65.389,,0.745,,-0.041,,0.91,,2021,Europe
North Macedonia,5.015,9.711,0.815,,65.474,,0.725,,0.024,,0.923,,2021,Europe
North Macedonia,5.054,9.69,0.75,,65.56,,0.787,,0.131,,0.877,,2021,Europe
Norway,7.416,11.031,0.959,,71.32,,0.96,,0.109,,0.397,,2021,Europe
Norway,7.632,11.042,0.936,,71.56,,0.947,,0.018,,0.503,,2021,Europe
Norway,7.678,11.017,0.948,,72.24,,0.947,,0.147,,0.368,,2021,Europe
Norway,7.444,11.024,0.941,,72.68,,0.956,,0.181,,0.405,,2021,Europe
Norway,7.603,11.033,0.947,,72.9,,0.948,,0.257,,0.299,,2021,Europe
Norway,7.596,11.035,0.96,,73.0,,0.954,,0.133,,0.41,,2021,Europe
Norway,7.579,11.05,0.95,,73.1,,0.953,,0.236,,0.25,,2021,Europe
Norway,7.444,11.056,0.966,,73.2,,0.96,,0.094,,0.268,,2021,Europe
Norway,7.442,11.061,0.942,,73.3,,0.954,,0.111,,0.271,,2021,Europe
Norway,7.29,11.042,0.956,,73.4,,0.965,,0.075,,0.271,,2021,Europe
Pakistan,5.671,8.277,0.479,,55.0,,0.396,,0.089,,0.794,,2021,Asia
Pakistan,4.414,8.271,0.373,,55.4,,0.335,,0.1,,0.848,,2021,Asia
Pakistan,5.208,8.277,0.522,,55.8,,0.388,,0.077,,0.874,,2021,Asia
Pakistan,5.786,8.27,0.571,,56.2,,0.364,,0.3,,0.852,,2021,Asia
Pakistan,5.267,8.276,0.51,,56.42,,0.376,,0.03,,0.857,,2021,Asia
Pakistan,5.132,8.289,0.542,,56.64,,0.367,,0.165,,0.842,,2021,Asia
Pakistan,5.138,8.311,0.607,,56.86,,0.448,,0.1,,0.792,,2021,Asia
Pakistan,5.436,8.336,0.552,,57.08,,0.543,,0.14,,0.677,,2021,Asia
Pakistan,4.823,8.361,0.562,,57.3,,0.587,,0.085,,0.717,,2021,Asia
Pakistan,5.549,8.394,0.627,,57.7,,0.634,,0.095,,0.793,,2021,Asia
Pakistan,5.831,8.428,0.69,,58.1,,0.713,,0.045,,0.714,,2021,Asia
Pakistan,5.472,8.464,0.685,,58.5,,0.773,,0.069,,0.799,,2021,Asia
Pakistan,4.443,8.453,0.617,,58.9,,0.685,,0.124,,0.776,,2021,Asia
Palestinian Territories,4.151,8.218,0.712,,61.897,,0.365,,-0.08,,0.844,,2021,Asia
Palestinian Territories,4.386,8.276,0.666,,62.015,,0.358,,-0.07,,0.753,,2021,Asia
Palestinian Territories,4.47,8.329,0.738,,62.132,,0.468,,-0.085,,0.797,,2021,Asia
Palestinian Territories,4.703,8.383,0.822,,62.25,,0.504,,-0.117,,0.752,,2021,Asia
Panama,6.128,9.764,0.951,,67.9,,0.882,,-0.047,,0.912,,2021,America
Panama,6.894,9.859,0.937,,68.0,,0.64,,0.083,,0.915,,2021,America
Panama,6.931,9.935,0.922,,68.1,,0.707,,0.06,,0.881,,2021,America
Panama,7.034,9.93,0.905,,68.2,,0.721,,0.014,,0.889,,2021,America
Panama,7.321,9.969,0.928,,68.3,,0.755,,-0.009,,0.88,,2021,America
Panama,7.248,10.059,0.876,,68.5,,0.829,,0.009,,0.84,,2021,America
Panama,6.86,10.135,0.897,,68.7,,0.783,,-0.002,,0.796,,2021,America
Panama,6.866,10.184,0.896,,68.9,,0.811,,0.018,,0.814,,2021,America
Panama,6.631,10.217,0.873,,69.1,,0.894,,0.002,,0.847,,2021,America
Panama,6.606,10.255,0.883,,69.3,,0.847,,-0.007,,0.81,,2021,America
Panama,6.118,10.287,0.882,,69.4,,0.884,,-0.102,,0.837,,2021,America
Panama,6.568,10.324,0.912,,69.5,,0.9,,-0.17,,0.841,,2021,America
Panama,6.281,10.343,0.904,,69.6,,0.861,,-0.131,,0.837,,2021,America
Panama,6.086,10.356,0.886,,69.7,,0.883,,-0.199,,0.869,,2021,America
Paraguay,4.73,9.088,0.895,,63.62,,0.691,,0.066,,0.841,,2021,America
Paraguay,5.272,9.126,0.863,,63.84,,0.699,,0.132,,0.93,,2021,America
Paraguay,5.57,9.174,0.889,,64.06,,0.649,,0.057,,0.891,,2021,America
Paraguay,5.576,9.158,0.9,,64.28,,0.718,,0.027,,0.857,,2021,America
Paraguay,5.841,9.25,0.889,,64.5,,0.726,,0.076,,0.78,,2021,America
Paraguay,5.677,9.278,0.869,,64.62,,0.666,,0.191,,0.756,,2021,America
Paraguay,5.82,9.259,0.931,,64.74,,0.748,,0.2,,0.774,,2021,America
Paraguay,5.936,9.326,0.939,,64.86,,0.909,,0.046,,0.903,,2021,America
Paraguay,5.119,9.36,0.959,,64.98,,0.759,,-0.002,,0.762,,2021,America
Paraguay,5.56,9.377,0.914,,65.1,,0.806,,-0.008,,0.863,,2021,America
Paraguay,5.801,9.406,0.94,,65.3,,0.854,,-0.071,,0.756,,2021,America
Paraguay,5.713,9.441,0.902,,65.5,,0.891,,0.003,,0.81,,2021,America
Paraguay,5.653,9.448,0.892,,65.9,,0.876,,0.028,,0.882,,2021,America
