Country,Happiness Score,GDP per Capita,Social Support,Social Support.1,Healthy Life Expectancy,Healthy Life Expectancy.1,Freedom to Make Life Choices,Freedom to Make Life Choices.1,Generosity,Generosity.1,Perceptions of Corruption,Perceptions of Corruption.1,Year,Continent
Thailand,6.664,9.579,0.884,,65.72,,0.927,,0.4,,0.923,,2021,Asia
Thailand,6.3,9.645,0.906,,65.94,,0.847,,0.38,,0.909,,2021,Asia
Thailand,6.231,9.667,0.926,,66.16,,0.781,,0.456,,0.925,,2021,Asia
Thailand,6.985,9.672,0.933,,66.38,,0.9,,0.553,,0.92,,2021,Asia
Thailand,6.202,9.699,0.866,,66.6,,0.885,,0.316,,0.914,,2021,Asia
Thailand,6.074,9.729,0.908,,66.8,,0.924,,0.356,,0.878,,2021,Asia
Thailand,5.939,9.765,0.877,,67.0,,0.923,,0.212,,0.884,,2021,Asia
Thailand,6.012,9.803,0.873,,67.2,,0.905,,0.259,,0.907,,2021,Asia
Thailand,6.022,9.824,0.903,,67.4,,0.898,,0.309,,0.877,,2021,Asia
Thailand,5.885,9.769,0.867,,67.6,,0.84,,0.273,,0.918,,2021,Asia
Togo,3.202,7.078,0.435,,49.26,,0.628,,-0.007,,0.85,,2021,Africa
Togo,2.808,7.052,0.291,,50.18,,0.287,,-0.055,,0.932,,2021,Africa
Togo,2.936,7.146,0.303,,51.58,,0.584,,-0.07,,0.832,,2021,Africa
Togo,2.839,7.247,0.444,,53.02,,0.663,,-0.085,,0.795,,2021,Africa
Togo,3.768,7.277,0.479,,53.5,,0.772,,-0.069,,0.733,,2021,Africa
Togo,3.879,7.306,0.509,,53.9,,0.73,,-0.007,,0.815,,2021,Africa
Togo,4.361,7.324,0.508,,54.3,,0.717,,-0.042,,0.726,,2021,Africa
Togo,4.023,7.348,0.596,,54.7,,0.612,,-0.007,,0.809,,2021,Africa
Togo,4.179,7.375,0.539,,55.1,,0.617,,0.065,,0.737,,2021,Africa
Trinidad and Tobago,5.832,10.224,0.887,,61.76,,0.84,,0.141,,0.917,,2021,America
Trinidad and Tobago,6.696,10.295,0.858,,62.08,,0.838,,0.087,,0.959,,2021,America
Trinidad and Tobago,6.519,10.263,0.863,,62.54,,0.775,,0.078,,0.9,,2021,America
Trinidad and Tobago,6.168,10.285,0.883,,62.82,,0.847,,0.128,,0.948,,2021,America
Trinidad and Tobago,6.192,10.183,0.916,,63.5,,0.859,,0.015,,0.911,,2021,America
Tunisia,5.131,9.222,0.863,,65.1,,0.624,,-0.135,,0.732,,2021,Africa
Tunisia,4.876,9.192,0.715,,65.28,,0.603,,-0.199,,0.913,,2021,Africa
Tunisia,4.464,9.222,0.614,,65.46,,0.568,,-0.176,,0.899,,2021,Africa
Tunisia,5.246,9.24,0.648,,65.64,,0.536,,-0.207,,0.886,,2021,Africa
Tunisia,4.764,9.26,0.68,,65.82,,0.589,,-0.232,,0.783,,2021,Africa
Tunisia,5.132,9.261,0.609,,66.0,,0.711,,-0.226,,0.815,,2021,Africa
Tunisia,4.521,9.262,0.702,,66.3,,0.614,,-0.165,,0.811,,2021,Africa
Tunisia,4.124,9.269,0.717,,66.6,,0.478,,-0.219,,0.869,,2021,Africa
Tunisia,4.741,9.284,0.733,,66.9,,0.65,,-0.191,,0.84,,2021,Africa
Tunisia,4.315,9.283,0.61,,67.2,,0.659,,-0.209,,0.889,,2021,Africa
Tunisia,4.731,9.231,0.719,,67.5,,0.668,,-0.202,,0.877,,2021,Africa
Turkey,5.623,9.903,0.792,,63.32,,0.459,,-0.178,,0.8,,2021,Asia
Turkey,5.118,9.899,0.645,,63.68,,0.415,,-0.189,,0.785,,2021,Asia
Turkey,5.213,9.838,0.755,,64.04,,0.456,,-0.227,,0.853,,2021,Asia
Turkey,5.49,9.906,0.795,,64.4,,0.515,,-0.187,,0.811,,2021,Asia
Turkey,5.272,9.996,0.692,,64.64,,0.446,,-0.242,,0.649,,2021,Asia
Turkey,5.309,10.026,0.739,,64.88,,0.471,,-0.216,,0.702,,2021,Asia
Turkey,4.888,10.091,0.795,,65.12,,0.541,,-0.229,,0.698,,2021,Asia
Turkey,5.58,10.124,0.863,,65.36,,0.649,,-0.024,,0.764,,2021,Asia
Turkey,5.514,10.166,0.851,,65.6,,0.653,,-0.016,,0.806,,2021,Asia
Turkey,5.326,10.181,0.88,,66.0,,0.644,,-0.065,,0.764,,2021,Asia
Turkey,5.607,10.238,0.876,,66.4,,0.644,,-0.237,,0.671,,2021,Asia
Turkey,5.186,10.251,0.847,,66.8,,0.529,,-0.176,,0.805,,2021,Asia
Turkey,4.872,10.246,0.792,,67.2,,0.631,,-0.136,,0.76,,2021,Asia
Turkey,4.862,10.219,0.857,,67.6,,0.51,,-0.111,,0.774,,2021,Asia
Uganda,3.734,7.37,0.76,,46.48,,0.747,,-0.041,,0.807,,2021,Africa
Uganda,4.456,7.419,0.845,,47.46,,0.708,,-0.001,,0.881,,2021,Africa
Uganda,4.569,7.471,0.813,,48.44,,0.578,,-0.055,,0.848,,2021,Africa
Uganda,4.612,7.505,0.852,,49.42,,0.76,,-0.037,,0.84,,2021,Africa
Uganda,4.193,7.528,0.83,,50.4,,0.801,,-0.015,,0.855,,2021,Africa
Uganda,4.826,7.586,0.882,,51.22,,0.733,,0.032,,0.83,,2021,Africa
Uganda,4.309,7.592,0.885,,52.04,,0.649,,0.081,,0.838,,2021,Africa
Uganda,3.71,7.595,0.878,,52.86,,0.763,,0.053,,0.82,,2021,Africa
Uganda,3.77,7.611,0.821,,53.68,,0.834,,0.009,,0.898,,2021,Africa
Uganda,4.238,7.627,0.747,,54.5,,0.758,,0.135,,0.873,,2021,Africa
Uganda,4.233,7.637,0.754,,54.9,,0.739,,0.132,,0.811,,2021,Africa
Uganda,4.001,7.638,0.74,,55.3,,0.772,,0.06,,0.816,,2021,Africa
Uganda,4.322,7.66,0.74,,55.7,,0.729,,0.079,,0.856,,2021,Africa
Uganda,4.948,7.688,0.805,,56.1,,0.704,,0.139,,0.826,,2021,Africa
Uganda,4.641,7.684,0.8,,56.5,,0.687,,0.147,,0.878,,2021,Africa
Ukraine,4.804,9.38,0.852,,60.12,,0.624,,-0.257,,0.929,,2021,Europe
Ukraine,5.252,9.459,0.82,,60.64,,0.494,,-0.241,,0.968,,2021,Europe
Ukraine,5.172,9.488,0.86,,61.16,,0.487,,-0.265,,0.929,,2021,Europe
Ukraine,5.166,9.332,0.845,,61.68,,0.46,,-0.241,,0.962,,2021,Europe
Ukraine,5.058,9.374,0.884,,62.2,,0.484,,-0.189,,0.954,,2021,Europe
Ukraine,5.083,9.431,0.859,,62.5,,0.579,,-0.228,,0.933,,2021,Europe
Ukraine,5.03,9.436,0.898,,62.8,,0.564,,-0.223,,0.896,,2021,Europe
Ukraine,4.711,9.438,0.897,,63.1,,0.569,,-0.216,,0.937,,2021,Europe
Ukraine,4.297,9.426,0.877,,63.4,,0.533,,0.084,,0.927,,2021,Europe
Ukraine,3.965,9.327,0.909,,63.7,,0.431,,-0.033,,0.952,,2021,Europe
Ukraine,4.029,9.353,0.885,,64.0,,0.503,,0.011,,0.891,,2021,Europe
Ukraine,4.311,9.382,0.858,,64.3,,0.599,,-0.002,,0.937,,2021,Europe
Ukraine,4.662,9.42,0.901,,64.6,,0.663,,-0.074,,0.943,,2021,Europe
Ukraine,4.702,9.458,0.883,,64.9,,0.715,,-0.081,,0.885,,2021,Europe
Ukraine,5.27,9.428,0.885,,65.2,,0.784,,0.126,,0.946,,2021,Europe
United Arab Emirates,6.734,11.367,0.903,,65.92,,0.898,,-0.033,,0.203,,2021,Asia
United Arab Emirates,6.866,10.975,0.885,,66.28,,0.849,,0.019,,0.339,,2021,Asia
United Arab Emirates,7.097,10.914,0.912,,66.4,,0.878,,0.057,,0.355,,2021,Asia
United Kingdom,6.802,10.699,0.97,,70.46,,0.838,,0.336,,0.498,,2021,Europe
United Kingdom,6.986,10.689,0.954,,70.74,,0.759,,0.331,,0.548,,2021,Europe
United Kingdom,6.907,10.638,0.964,,71.02,,0.816,,0.341,,0.559,,2021,Europe
United Kingdom,7.029,10.649,0.955,,71.3,,0.841,,0.403,,0.587,,2021,Europe
United Kingdom,6.869,10.657,0.949,,71.38,,0.9,,0.336,,0.438,,2021,Europe
United Kingdom,6.881,10.664,0.935,,71.46,,0.889,,0.371,,0.425,,2021,Europe
United Kingdom,6.918,10.679,0.937,,71.54,,0.905,,0.346,,0.568,,2021,Europe
United Kingdom,6.758,10.697,0.91,,71.62,,0.857,,0.355,,0.484,,2021,Europe
United Kingdom,6.515,10.712,0.936,,71.7,,0.833,,0.3,,0.456,,2021,Europe
United Kingdom,6.824,10.724,0.954,,71.9,,0.821,,0.25,,0.458,,2021,Europe
United Kingdom,7.103,10.736,0.937,,72.1,,0.813,,0.291,,0.419,,2021,Europe
United Kingdom,7.233,10.743,0.928,,72.3,,0.838,,0.226,,0.404,,2021,Europe
United Kingdom,7.157,10.751,0.943,,72.5,,0.854,,0.271,,0.485,,2021,Europe
United Kingdom,6.798,10.626,0.929,,72.7,,0.885,,0.203,,0.49,,2021,Europe
United States,7.28,10.922,0.953,,68.38,,0.878,,0.255,,0.668,,2021,America
United States,7.158,10.888,0.912,,68.54,,0.831,,0.201,,0.665,,2021,America
United States,7.164,10.905,0.926,,68.7,,0.828,,0.244,,0.69,,2021,America
United States,7.115,10.913,0.922,,68.68,,0.863,,0.161,,0.697,,2021,America
United States,7.026,10.928,0.903,,68.66,,0.823,,0.215,,0.71,,2021,America
United States,7.249,10.939,0.925,,68.64,,0.792,,0.274,,0.747,,2021,America
United States,7.151,10.956,0.902,,68.62,,0.866,,0.221,,0.702,,2021,America
United States,6.864,10.977,0.904,,68.6,,0.849,,0.219,,0.698,,2021,America
United States,6.804,10.986,0.897,,68.5,,0.758,,0.144,,0.739,,2021,America
United States,6.992,11.001,0.921,,68.4,,0.868,,0.197,,0.681,,2021,America
United States,6.883,11.025,0.904,,68.3,,0.825,,0.116,,0.71,,2021,America
United States,6.944,11.043,0.917,,68.2,,0.836,,0.144,,0.707,,2021,America
United States,7.028,11.001,0.937,,68.1,,0.85,,0.034,,0.678,,2021,America
Uruguay,5.786,9.543,0.912,,67.44,,0.807,,-0.113,,0.477,,2021,America
Uruguay,5.694,9.604,0.875,,67.58,,0.786,,-0.165,,0.614,,2021,America
Uruguay,5.664,9.671,0.879,,67.72,,0.808,,-0.143,,0.597,,2021,America
Uruguay,6.296,9.71,0.924,,67.86,,0.825,,-0.118,,0.544,,2021,America
Uruguay,6.062,9.782,0.893,,68.0,,0.832,,-0.158,,0.471,,2021,America
Uruguay,6.554,9.83,0.891,,68.14,,0.851,,-0.08,,0.556,,2021,America
Uruguay,6.45,9.861,0.865,,68.28,,0.871,,0.067,,0.615,,2021,America
Uruguay,6.444,9.904,0.917,,68.42,,0.888,,-0.043,,0.586,,2021,America
Uruguay,6.561,9.932,0.902,,68.56,,0.904,,-0.073,,0.533,,2021,America
Uruguay,6.628,9.932,0.891,,68.7,,0.917,,-0.032,,0.673,,2021,America
Uruguay,6.171,9.946,0.9,,68.8,,0.886,,-0.072,,0.676,,2021,America
Uruguay,6.336,9.968,0.914,,68.9,,0.898,,-0.091,,0.627,,2021,America
Uruguay,6.372,9.98,0.917,,69.0,,0.876,,-0.097,,0.683,,2021,America
Uruguay,6.6,9.979,0.933,,69.1,,0.903,,-0.095,,0.599,,2021,America
Uruguay,6.31,9.937,0.921,,69.2,,0.908,,-0.084,,0.491,,2021,America
Uzbekistan,5.232,8.193,0.903,,61.44,,0.784,,-0.115,,0.609,,2021,Asia
Uzbekistan,5.739,8.493,0.924,,63.4,,0.934,,0.042,,0.522,,2021,Asia
Uzbekistan,6.019,8.55,0.933,,63.6,,0.914,,-0.037,,0.463,,2021,Asia
Uzbekistan,5.94,8.607,0.963,,63.8,,0.95,,-0.034,,0.434,,2021,Asia
Uzbekistan,6.049,8.659,0.952,,64.0,,0.954,,0.061,,0.536,,2021,Asia
Uzbekistan,5.972,8.714,0.968,,64.2,,0.98,,0.375,,0.471,,2021,Asia
Uzbekistan,6.421,8.782,0.942,,64.8,,0.985,,0.123,,0.465,,2021,Asia
Uzbekistan,6.205,8.818,0.921,,65.1,,0.97,,0.318,,0.52,,2021,Asia
Uzbekistan,6.154,8.853,0.915,,65.4,,0.97,,0.304,,0.511,,2021,Asia
Venezuela,6.525,9.46,0.946,,65.46,,0.798,,-0.031,,0.646,,2021,America
Venezuela,6.258,9.701,0.922,,65.58,,0.678,,-0.225,,0.776,,2021,America
Venezuela,7.189,9.542,0.945,,65.64,,0.677,,-0.116,,0.828,,2021,America
Venezuela,7.478,9.717,0.932,,65.7,,0.768,,-0.155,,0.754,,2021,America
Venezuela,6.58,9.822,0.931,,65.74,,0.766,,-0.226,,0.772,,2021,America
Venezuela,7.067,9.826,0.932,,65.78,,0.804,,-0.193,,0.743,,2021,America
Venezuela,6.553,9.739,0.896,,65.82,,0.642,,-0.22,,0.837,,2021,America
Venezuela,6.136,9.557,0.904,,65.86,,0.57,,-0.199,,0.827,,2021,America
Venezuela,5.569,9.001,0.911,,65.9,,0.512,,-0.117,,0.813,,2021,America
Venezuela,4.041,9.01,0.902,,66.1,,0.458,,-0.155,,0.89,,2021,America
Venezuela,5.071,9.073,0.896,,66.3,,0.636,,-0.169,,0.844,,2021,America
Vietnam,5.422,8.394,0.856,,66.02,,0.918,,0.089,,0.754,,2021,Asia
Vietnam,5.48,8.44,0.805,,66.18,,0.889,,0.201,,0.789,,2021,Asia
Vietnam,5.304,8.483,0.815,,66.34,,0.834,,-0.062,,0.838,,2021,Asia
Vietnam,5.296,8.535,0.787,,66.5,,0.831,,-0.006,,0.743,,2021,Asia
Vietnam,5.767,8.585,0.898,,66.66,,0.818,,0.105,,0.742,,2021,Asia
Vietnam,5.535,8.626,0.775,,66.82,,0.856,,-0.11,,0.815,,2021,Asia
Vietnam,5.023,8.668,0.759,,66.98,,0.92,,-0.027,,0.771,,2021,Asia
Vietnam,5.062,8.82,0.876,,67.5,,0.894,,-0.09,,0.799,,2021,Asia
Vietnam,5.296,8.934,0.832,,67.9,,0.909,,-0.041,,0.808,,2021,Asia
Vietnam,5.467,8.992,0.848,,68.1,,0.952,,-0.126,,0.788,,2021,Asia
Yemen,4.809,8.278,0.756,,54.0,,0.644,,-0.052,,0.832,,2021,Asia
Yemen,4.35,8.453,0.727,,54.3,,0.659,,-0.104,,0.853,,2021,Asia
Yemen,3.746,8.336,0.663,,54.3,,0.638,,-0.173,,0.754,,2021,Asia
Yemen,4.061,8.236,0.682,,54.3,,0.706,,-0.171,,0.793,,2021,Asia
Yemen,4.218,8.242,0.694,,54.3,,0.543,,-0.179,,0.885,,2021,Asia
Yemen,3.968,8.117,0.638,,54.3,,0.664,,-0.157,,0.885,,2021,Asia
Yemen,2.983,7.858,0.669,,54.3,,0.61,,-0.139,,0.829,,2021,Asia
Zambia,4.824,7.817,0.798,,44.26,,0.721,,-0.006,,0.785,,2021,Africa
Zambia,3.998,7.871,0.688,,45.72,,0.682,,-0.067,,0.948,,2021,Africa
Zambia,4.73,7.918,0.624,,47.18,,0.717,,0.056,,0.89,,2021,Africa
Zambia,5.26,7.978,0.782,,48.64,,0.696,,-0.096,,0.917,,2021,Africa
Zambia,4.999,8.071,0.864,,50.84,,0.663,,0.003,,0.882,,2021,Africa
Zambia,5.013,8.114,0.78,,51.58,,0.788,,0.008,,0.806,,2021,Africa
Zambia,5.244,8.131,0.761,,52.32,,0.77,,-0.104,,0.732,,2021,Africa
Zambia,4.346,8.146,0.706,,53.06,,0.812,,-0.011,,0.809,,2021,Africa
Zambia,4.843,8.144,0.691,,53.8,,0.759,,-0.039,,0.871,,2021,Africa
Zambia,4.348,8.151,0.767,,54.3,,0.812,,0.122,,0.771,,2021,Africa
Zambia,3.933,8.156,0.744,,54.8,,0.823,,0.14,,0.74,,2021,Africa
Zambia,4.041,8.167,0.718,,55.3,,0.791,,0.048,,0.811,,2021,Africa
Zambia,3.307,8.155,0.638,,55.8,,0.811,,0.077,,0.832,,2021,Africa
Zambia,4.838,8.117,0.767,,56.3,,0.75,,0.056,,0.81,,2021,Africa
Zimbabwe,3.826,7.711,0.822,,41.58,,0.431,,-0.076,,0.905,,2021,Africa
Zimbabwe,3.28,7.666,0.828,,42.86,,0.456,,-0.082,,0.946,,2021,Africa
Zimbabwe,3.174,7.461,0.843,,44.14,,0.344,,-0.09,,0.964,,2021,Africa
Zimbabwe,4.056,7.563,0.806,,45.42,,0.411,,-0.078,,0.931,,2021,Africa
Zimbabwe,4.682,7.729,0.857,,46.7,,0.665,,-0.093,,0.828,,2021,Africa
Zimbabwe,4.846,7.846,0.865,,48.12,,0.633,,-0.088,,0.83,,2021,Africa
Zimbabwe,4.955,7.983,0.896,,49.54,,0.47,,-0.103,,0.859,,2021,Africa
Zimbabwe,4.69,7.985,0.799,,50.96,,0.576,,-0.104,,0.831,,2021,Africa
Zimbabwe,4.184,7.991,0.766,,52.38,,0.642,,-0.074,,0.82,,2021,Africa
Zimbabwe,3.703,7.992,0.736,,53.8,,0.667,,-0.123,,0.81,,2021,Africa
Zimbabwe,3.735,7.984,0.768,,54.4,,0.733,,-0.095,,0.724,,2021,Africa
Zimbabwe,3.638,8.016,0.754,,55.0,,0.753,,-0.098,,0.751,,2021,Africa
Zimbabwe,3.616,8.049,0.775,,55.6,,0.763,,-0.068,,0.844,,2021,Africa
Zimbabwe,2.694,7.95,0.759,,56.2,,0.632,,-0.064,,0.831,,2021,Africa
Zimbabwe,3.16,7.829,0.717,,56.8,,0.643,,-0.009,,0.789,,2021,Africa
Finland,7.821,1.892,1.258,,0.775,,0.736,,0.109,,0.534,,2022,Europe
Denmark,7.636,1.953,1.243,,0.777,,0.719,,0.188,,0.532,,2022,Europe
Iceland,7.557,1.936,1.32,,0.803,,0.718,,0.27,,0.191,,2022,Europe
Switzerland,7.512,2.026,1.226,,0.822,,0.677,,0.147,,0.461,,2022,Europe
Netherlands,7.415,1.945,1.206,,0.787,,0.651,,0.271,,0.419,,2022,Europe
Luxembourg,7.404,2.209,1.155,,0.79,,0.7,,0.12,,0.388,,2022,Europe
Sweden,7.384,1.92,1.204,,0.803,,0.724,,0.218,,0.512,,2022,Europe
Norway,7.365,1.997,1.239,,0.786,,0.728,,0.217,,0.474,,2022,Europe
Israel,7.364,1.826,1.221,,0.818,,0.568,,0.155,,0.143,,2022,Asia
New Zealand,7.2,1.852,1.235,,0.752,,0.68,,0.245,,0.483,,2022,Oceania
Austria,7.163,1.931,1.165,,0.774,,0.623,,0.193,,0.329,,2022,Europe
Australia,7.162,1.9,1.203,,0.772,,0.676,,0.258,,0.341,,2022,Oceania
Ireland,7.041,2.129,1.166,,0.779,,0.627,,0.19,,0.408,,2022,Europe
Germany,7.034,1.924,1.088,,0.776,,0.585,,0.163,,0.358,,2022,Europe
Canada,7.025,1.886,1.188,,0.783,,0.659,,0.217,,0.368,,2022,America
United States,6.977,1.982,1.182,,0.628,,0.574,,0.22,,0.177,,2022,America
United Kingdom,6.943,1.867,1.143,,0.75,,0.597,,0.289,,0.329,,2022,Europe
Czechia,6.92,1.815,1.26,,0.715,,0.66,,0.158,,0.048,,2022,Europe
Belgium,6.805,1.907,1.106,,0.764,,0.492,,0.049,,0.204,,2022,Europe
France,6.687,1.863,1.219,,0.808,,0.567,,0.07,,0.266,,2022,Europe
Bahrain,6.647,1.854,1.029,,0.625,,0.693,,0.199,,0.155,,2022,Asia
Slovenia,6.63,1.81,1.249,,0.769,,0.685,,0.118,,0.115,,2022,Europe
Costa Rica,6.582,1.584,1.054,,0.744,,0.661,,0.089,,0.102,,2022,America
United Arab Emirates,6.576,1.998,0.98,,0.633,,0.702,,0.204,,0.25,,2022,Asia
Saudi Arabia,6.523,1.87,1.092,,0.577,,0.651,,0.078,,0.18,,2022,Asia
Taiwan Province of China,6.512,1.897,1.095,,0.733,,0.542,,0.075,,0.168,,2022,Asia
Singapore,6.48,2.149,1.127,,0.851,,0.672,,0.163,,0.587,,2022,Asia
Romania,6.477,1.719,1.006,,0.655,,0.605,,0.039,,0.006,,2022,Europe
Spain,6.476,1.808,1.211,,0.808,,0.505,,0.101,,0.149,,2022,Europe
Uruguay,6.474,1.615,1.18,,0.672,,0.665,,0.103,,0.265,,2022,America
Italy,6.467,1.834,1.052,,0.801,,0.412,,0.085,,0.059,,2022,Europe
Kosovo,6.455,1.362,0.949,,0.569,,0.599,,0.309,,0.035,,2022,Europe
Malta,6.447,1.838,1.169,,0.789,,0.679,,0.174,,0.166,,2022,Europe
Lithuania,6.446,1.804,1.204,,0.659,,0.496,,0.053,,0.077,,2022,Europe
Slovakia,6.391,1.736,1.232,,0.707,,0.479,,0.118,,0.025,,2022,Europe
Estonia,6.341,1.793,1.232,,0.728,,0.689,,0.123,,0.333,,2022,Europe
Panama,6.309,1.715,1.107,,0.709,,0.592,,0.049,,0.051,,2022,America
Brazil,6.293,1.462,1.044,,0.615,,0.546,,0.131,,0.134,,2022,America
Guatemala,6.262,1.274,0.831,,0.522,,0.662,,0.112,,0.115,,2022,America
Kazakhstan,6.234,1.668,1.22,,0.611,,0.584,,0.134,,0.157,,2022,Asia
Cyprus,6.221,1.815,0.909,,0.819,,0.448,,0.123,,0.062,,2022,Asia
Latvia,6.18,1.732,1.221,,0.637,,0.502,,0.075,,0.09,,2022,Europe
Serbia,6.178,1.55,1.086,,0.658,,0.546,,0.219,,0.088,,2022,Europe
Chile,6.172,1.651,1.08,,0.748,,0.46,,0.124,,0.069,,2022,America
Nicaragua,6.165,1.105,1.029,,0.617,,0.617,,0.168,,0.212,,2022,America
Mexico,6.128,1.552,0.886,,0.623,,0.621,,0.092,,0.115,,2022,America
Croatia,6.125,1.705,1.183,,0.709,,0.535,,0.109,,0.0,,2022,Europe
Poland,6.123,1.758,1.174,,0.712,,0.523,,0.124,,0.14,,2022,Europe
El Salvador,6.12,1.265,0.768,,0.607,,0.666,,0.089,,0.212,,2022,America
Kuwait,6.106,1.904,0.983,,0.747,,0.617,,0.087,,0.147,,2022,Asia
Hungary,6.086,1.748,1.233,,0.668,,0.485,,0.078,,0.064,,2022,Europe
Mauritius,6.071,1.591,1.116,,0.568,,0.589,,0.131,,0.107,,2022,Africa
Uzbekistan,6.063,1.219,1.092,,0.6,,0.716,,0.283,,0.24,,2022,Asia
Japan,6.039,1.835,1.089,,0.866,,0.537,,0.007,,0.218,,2022,Asia
Honduras,6.022,1.111,0.885,,0.555,,0.582,,0.202,,0.076,,2022,America
Portugal,6.016,1.76,1.078,,0.777,,0.655,,0.016,,0.039,,2022,Europe
Argentina,5.967,1.592,1.102,,0.662,,0.555,,0.081,,0.085,,2022,America
Greece,5.948,1.703,0.98,,0.774,,0.249,,0.015,,0.108,,2022,Europe
South Korea,5.935,1.851,0.886,,0.841,,0.414,,0.111,,0.176,,2022,Asia
Philippines,5.904,1.268,0.912,,0.514,,0.678,,0.107,,0.142,,2022,Asia
Thailand,5.891,1.535,1.096,,0.697,,0.617,,0.321,,0.026,,2022,Asia
Moldova,5.857,1.417,1.008,,0.597,,0.561,,0.102,,0.028,,2022,Europe
Jamaica,5.85,1.296,1.045,,0.646,,0.567,,0.08,,0.053,,2022,America
Kyrgyzstan,5.828,1.069,1.109,,0.638,,0.693,,0.208,,0.025,,2022,Asia
Belarus,5.821,1.562,1.157,,0.629,,0.342,,0.04,,0.282,,2022,Europe
Colombia,5.781,1.452,0.929,,0.72,,0.545,,0.087,,0.077,,2022,America
Bosnia and Herzegovina,5.768,1.468,1.068,,0.665,,0.448,,0.244,,0.006,,2022,Europe
Mongolia,5.761,1.393,1.197,,0.467,,0.398,,0.247,,0.059,,2022,Asia
Dominican Republic,5.737,1.538,1.003,,0.577,,0.606,,0.084,,0.179,,2022,America
Malaysia,5.711,1.689,0.938,,0.62,,0.654,,0.213,,0.126,,2022,Asia
Bolivia,5.6,1.256,0.88,,0.555,,0.627,,0.112,,0.064,,2022,America
China,5.585,1.508,0.958,,0.705,,0.656,,0.099,,0.142,,2022,Asia
Paraguay,5.578,1.409,1.13,,0.624,,0.629,,0.171,,0.059,,2022,America
Peru,5.559,1.397,0.865,,0.735,,0.545,,0.09,,0.037,,2022,America
Montenegro,5.547,1.573,1.023,,0.659,,0.46,,0.135,,0.077,,2022,Europe
Ecuador,5.533,1.352,0.879,,0.708,,0.565,,0.08,,0.083,,2022,America
Vietnam,5.485,1.252,0.932,,0.611,,0.707,,0.143,,0.105,,2022,Asia
Turkmenistan,5.474,1.484,1.319,,0.516,,0.649,,0.314,,0.032,,2022,Asia
North Cyprus,5.467,1.815,0.888,,0.819,,0.523,,0.13,,0.213,,2022,Asia
Russia,5.459,1.685,1.095,,0.586,,0.401,,0.117,,0.08,,2022,Europe
Hong Kong S.A.R. of China,5.425,1.957,0.954,,0.942,,0.4,,0.147,,0.383,,2022,Asia
Armenia,5.399,1.434,0.82,,0.668,,0.558,,0.054,,0.21,,2022,Asia
Tajikistan,5.377,0.966,1.005,,0.518,,0.572,,0.118,,0.304,,2022,Asia
Nepal,5.377,0.984,0.784,,0.499,,0.519,,0.237,,0.13,,2022,Asia
Bulgaria,5.371,1.625,1.163,,0.64,,0.563,,0.123,,0.021,,2022,Europe
Libya,5.33,1.476,0.943,,0.606,,0.477,,0.106,,0.179,,2022,Africa
Indonesia,5.24,1.382,0.883,,0.539,,0.62,,0.468,,0.047,,2022,Asia
Ivory Coast,5.235,1.094,0.442,,0.322,,0.451,,0.149,,0.124,,2022,Africa
North Macedonia,5.199,1.505,0.863,,0.637,,0.488,,0.215,,0.031,,2022,Europe
Albania,5.199,1.439,0.646,,0.719,,0.511,,0.138,,0.028,,2022,Europe
South Africa,5.194,1.425,1.088,,0.361,,0.442,,0.089,,0.046,,2022,Africa
Azerbaijan,5.173,1.458,1.093,,0.56,,0.601,,0.023,,0.341,,2022,Asia
Gambia,5.164,0.785,0.621,,0.369,,0.367,,0.388,,0.103,,2022,Africa
Bangladesh,5.155,1.06,0.614,,0.581,,0.622,,0.125,,0.187,,2022,Asia
Laos,5.14,1.239,0.654,,0.479,,0.679,,0.197,,0.184,,2022,Asia
Algeria,5.122,1.363,0.97,,0.643,,0.146,,0.106,,0.15,,2022,Africa
Liberia,5.122,0.636,0.67,,0.309,,0.405,,0.178,,0.08,,2022,Africa
Ukraine,5.084,1.411,1.081,,0.583,,0.473,,0.188,,0.017,,2022,Europe
Congo,5.075,0.95,0.405,,0.355,,0.431,,0.13,,0.146,,2022,Africa
Morocco,5.06,1.208,0.268,,0.565,,0.492,,0.02,,0.102,,2022,Africa
Mozambique,5.048,0.578,0.66,,0.191,,0.593,,0.185,,0.2,,2022,Africa
Cameroon,5.048,0.968,0.672,,0.317,,0.397,,0.152,,0.074,,2022,Africa
Senegal,5.046,0.933,0.53,,0.447,,0.494,,0.143,,0.081,,2022,Africa
Niger,5.003,0.57,0.56,,0.326,,0.571,,0.165,,0.145,,2022,Africa
Georgia,4.973,1.467,0.612,,0.595,,0.508,,0.0,,0.208,,2022,Asia
Gabon,4.958,1.459,0.738,,0.396,,0.343,,0.032,,0.099,,2022,Africa
Iraq,4.941,1.289,0.682,,0.554,,0.328,,0.147,,0.046,,2022,Asia
Venezuela,4.925,0.0,0.968,,0.578,,0.283,,0.225,,0.082,,2022,America
Guinea,4.891,0.848,0.566,,0.275,,0.334,,0.214,,0.116,,2022,Africa
Iran,4.888,1.41,0.741,,0.642,,0.281,,0.241,,0.146,,2022,Asia
Ghana,4.872,1.112,0.595,,0.409,,0.5,,0.23,,0.056,,2022,Africa
Turkey,4.744,1.707,0.865,,0.702,,0.209,,0.087,,0.115,,2022,Asia
Burkina Faso,4.67,0.779,0.565,,0.32,,0.382,,0.186,,0.126,,2022,Africa
