Year,Country,Continent,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom to Make Life Choices,Generosity,Perceptions of Corruption,Average Continent Happiness Score,Average Continent GDP per Capita,Average Continent Social Support,Average Continent Healthy Life Expectancy,Average Continent Freedom to Make Life Choices,Average Continent Generosity,Average Continent Perceptions of Corruption
2021,Argentina,South America,0.6403969961554152,0.6637694651908108,0.8358502687689676,0.7207113176706907,0.7592635993232788,0.1282970955161078,0.8770838992988109,0.6299894371856782,0.5810453314038745,0.7733283978027,0.672430244277155,0.734261389661335,0.22438374561817748,0.8528902852890073
2022,Argentina,South America,0.6577567634084263,0.7204032405311132,0.8348849469172309,0.7028628660886158,0.7504685768207847,0.17206747397902272,0.14472046981409786,0.6247563176609312,0.5967583789833812,0.7618649781430799,0.7026828804760733,0.7324125123924887,0.25709389047286585,0.16274856427014564
2023,Argentina,South America,0.7005147221622798,0.7226318731157638,0.8570740608033085,0.6085488587270045,0.7607144256066936,0.20975466291769995,0.8530275365545906,0.6683357784617784,0.5984033890654297,0.7950373065597625,0.610475898557857,0.7440631681560642,0.2703223940391156,0.8359822170456773
2024,Argentina,South America,0.7420801775126717,0.7296116044721384,0.8544898165968285,0.6819551139837504,0.7885083371696733,0.21822206789429247,0.13989910798641728,0.7118278503501065,0.6045943984993518,0.7998999586885283,0.6851743952006784,0.7739538045767097,0.2746863594640343,0.15593571096958647
2020,Armenia,Asia,0.4025143521678611,0.5259809805188811,0.668518125156071,0.6818839363081326,0.5453511992492448,0.18817682247291537,0.8037779524905946,0.5228256734271443,0.6025384671403288,0.754344105662589,0.6485106915328265,0.6947403475380933,0.37008690518831616,0.7592173908666273
2021,Armenia,Asia,0.5188185819831896,0.5691307643859931,0.646580420120722,0.6524051870497112,0.7539049981616119,0.14523971168556776,0.6385277103910384,0.5293722911314006,0.5800386416516603,0.6800974373793518,0.6129535595896863,0.7148823912046476,0.36784557170290755,0.7566141909651164
2022,Armenia,Asia,0.5528317289122879,0.6491018116569165,0.6211803901957662,0.7093996220428709,0.7534836897572421,0.11645035381854363,0.3576879155328393,0.5408436576122048,0.6522065745112973,0.673349188390661,0.6512679307434385,0.7145060278326065,0.33900616286856733,0.25896374699803015
2023,Armenia,Asia,0.5858003077240568,0.6665316727395793,0.7000868562916709,0.6314187624646412,0.7140177670848249,0.125959109892004,0.71435238948933,0.5794945536367438,0.6586413956169241,0.6857825417846686,0.5527476563865464,0.7141979453647537,0.3692132002637042,0.7443001974192132
2024,Armenia,Asia,0.6202800718349017,0.6744104775380049,0.7141489504954058,0.7038298267596055,0.753168743076983,0.12830823976066613,0.3008995119773251,0.5947133752289798,0.6612784195448327,0.680266239185924,0.6373852545119584,0.7280259175231328,0.387408386729349,0.2530242257129913
2020,Australia,Oceania,0.8882253617271187,0.8527473225002311,0.9544955490491553,0.8987475001360903,0.8970197219539293,0.5703155304661043,0.3698045240743203,0.8955511224726359,0.8305961091619736,0.957749739711142,0.8923891040514302,0.9149872588236857,0.5709759007563524,0.2523244760756023
2021,Australia,Oceania,0.8761843274298529,0.8301898587893792,0.9177680878310629,0.8927908625787109,0.9040059031023857,0.5383626267806966,0.42026992927417894,0.8849356500227562,0.8149349478468526,0.9254539759382,0.8840121251044777,0.9166931868309315,0.5237346588842311,0.30325686407247066
2022,Australia,Oceania,0.8783688528832574,0.8599133084331764,0.911714498163289,0.8200043882568121,0.9141360914132951,0.5505341511673216,0.5811681890957358,0.8818485264806052,0.8490850098781941,0.9235521241100602,0.8092876816239309,0.9163369587445404,0.5366986028775518,0.7021210083023026
2023,Australia,Oceania,0.8806432168268363,0.8632203383110043,0.9241059976763026,0.7580605544159829,0.877177564853129,0.5751035828820856,0.44676068185754225,0.8830232719576219,0.8502431950971159,0.9385540191334831,0.744470225155383,0.8740510172704191,0.5606362800533364,0.3032633167569707
2024,Australia,Oceania,0.8864063383531924,0.8662658455620397,0.903846774998787,0.8071917936316159,0.8759914533620283,0.5618801256153341,0.5622443446454933,0.8841055635452645,0.8560090920158383,0.9242142081670465,0.7958794554765554,0.8697809323369068,0.562970894851251,0.6986227568555122
2020,Austria,Europe,0.9018466682643715,0.8572304034715172,0.9288415519720321,0.8796985039501137,0.8703226579632275,0.4484092758590608,0.4724754639300601,0.7239502530348927,0.7625118487058752,0.8840980223505005,0.7855568457797759,0.7073145450144434,0.3098657387069581,0.6971606165865342
2021,Austria,Europe,0.8920325829160305,0.8522824037329852,0.9062879962308829,0.8717065667914303,0.8938778764290183,0.3973950495287425,0.4658576631359227,0.7328568943497145,0.7557915309024728,0.8514677094359262,0.7639101305068394,0.7506960701042034,0.2934222990236541,0.7001629850226744
2022,Austria,Europe,0.8785350399429894,0.8741407568203136,0.8828280138873472,0.8215402781410575,0.8415625203621808,0.41305577878994354,0.5608577194025072,0.7505030085315225,0.7995253187266129,0.8591213805755784,0.765629573408151,0.7665854432948954,0.30514847040298937,0.32025533671919665
2023,Austria,Europe,0.8810973397994393,0.8759146395743781,0.8532464717739827,0.7619482039805665,0.8160109790792778,0.45296897323406493,0.4478573100617189,0.776666610800521,0.8050075408871152,0.8762086475061824,0.6957923769236322,0.779712600149261,0.3648069331579827,0.6664385971153352
2024,Austria,Europe,0.8611226486725858,0.8807515537725773,0.8267089948244882,0.8120393376626862,0.8139923580662417,0.5336211367466491,0.5295598426819192,0.7881106916019196,0.8132619932022738,0.8671783850637377,0.7597497585859837,0.7900104108891878,0.3906408006456607,0.34924835471040827
2020,Azerbaijan,Asia,0.4956122167210209,0.6444251454159358,0.7628831044898863,0.6425777291863286,0.6746786986430742,0.07039706065174756,0.5361502287947251,0.5228256734271443,0.6025384671403288,0.754344105662589,0.6485106915328265,0.6947403475380933,0.37008690518831616,0.7592173908666273
2021,Azerbaijan,Asia,0.49780043712463035,0.5853650901098708,0.7174604209179823,0.6032636020595046,0.7349205957663942,0.0790695351368173,0.49512515261841505,0.5293722911314006,0.5800386416516603,0.6800974373793518,0.6129535595896863,0.7148823912046476,0.36784557170290755,0.7566141909651164
2022,Azerbaijan,Asia,0.5112604056161367,0.6598995173778088,0.8281108867160267,0.5941645297594249,0.8119781694064179,0.05007014766461164,0.5805124982466325,0.5408436576122048,0.6522065745112973,0.673349188390661,0.6512679307434385,0.7145060278326065,0.33900616286856733,0.25896374699803015
2024,Azerbaijan,Asia,0.5270030624849025,0.6694235021725917,0.5417089159182497,0.578112557241469,0.7739217077369056,0.27835139354278887,0.34636740350960105,0.5947133752289798,0.6612784195448327,0.680266239185924,0.6373852545119584,0.7280259175231328,0.387408386729349,0.2530242257129913
2020,Bahrain,Asia,0.6983097606658291,0.8438292478379961,0.8499297936474508,0.7372348973458023,0.8804644879833945,0.5044695975425135,0.7623664135574355,0.5228256734271443,0.6025384671403288,0.754344105662589,0.6485106915328265,0.6947403475380933,0.37008690518831616,0.7592173908666273
2021,Bahrain,Asia,0.7753045650308721,0.8048480127718809,0.7668925132036232,0.7380932955706556,0.9232762826055565,0.4547028122794228,0.7464870456552544,0.5293722911314006,0.5800386416516603,0.6800974373793518,0.6129535595896863,0.7148823912046476,0.36784557170290755,0.7566141909651164
2022,Bahrain,Asia,0.7832644349481528,0.8391339217229193,0.7795435556518525,0.6634863934610796,0.9363164815891253,0.4258366958610116,0.2634363807205865,0.5408436576122048,0.6522065745112973,0.673349188390661,0.6512679307434385,0.7145060278326065,0.33900616286856733,0.25896374699803015
2023,Bahrain,Asia,0.7256610398702246,0.8558397027842671,0.7837035249468867,0.5551466394393914,0.969926994962302,0.47259657708778663,0.7542828867611766,0.5794945536367438,0.6586413956169241,0.6857825417846686,0.5527476563865464,0.7141979453647537,0.3692132002637042,0.7443001974192132
2020,Bangladesh,Asia,0.432275147171778,0.3619216061921031,0.5613975589931222,0.6107680057492193,0.8714213390410066,0.31018051032154165,0.6685138184788929,0.5228256734271443,0.6025384671403288,0.754344105662589,0.6485106915328265,0.6947403475380933,0.37008690518831616,0.7592173908666273
2021,Bangladesh,Asia,0.4703150673351399,0.36296514233010146,0.443543740013841,0.5732061823725139,0.8417310701870182,0.29746174780665974,0.6994785490777947,0.5293722911314006,0.5800386416516603,0.6800974373793518,0.6129535595896863,0.7148823912046476,0.36784557170290755,0.7566141909651164
2022,Bangladesh,Asia,0.5079561174618588,0.4798852925192913,0.4649646679347633,0.616557233431277,0.8408658267091728,0.2670003017644879,0.3181585584491182,0.5408436576122048,0.6522065745112973,0.673349188390661,0.6512679307434385,0.7145060278326065,0.33900616286856733,0.25896374699803015
2023,Bangladesh,Asia,0.4075725206195049,0.5149258993740392,0.31679780787678313,0.5055701446528005,0.7992296180176486,0.3300738700155266,0.705094367272056,0.5794945536367438,0.6586413956169241,0.6857825417846686,0.5527476563865464,0.7141979453647537,0.3692132002637042,0.7443001974192132
2024,Bangladesh,Asia,0.3596358841974107,0.5239883394796628,0.15413527132463223,0.5987529622760069,0.8975164958011065,0.3502541267953479,0.2911477383764001,0.5947133752289798,0.6612784195448327,0.680266239185924,0.6373852545119584,0.7280259175231328,0.387408386729349,0.2530242257129913
2020,Belarus,Europe,0.5671715387040386,0.6630249207521621,0.8963353057217154,0.6614336041335671,0.4193975431463146,0.15782886257123863,0.6368695482335986,0.7239502530348927,0.7625118487058752,0.8840980223505005,0.7855568457797759,0.7073145450144434,0.3098657387069581,0.6971606165865342
2021,Belarus,Europe,0.5659873793059738,0.6421370824819872,0.8591395509831704,0.6242350974537789,0.4553076181191571,0.12996008052930755,0.6353382416512855,0.7328568943497145,0.7557915309024728,0.8514677094359262,0.7639101305068394,0.7506960701042034,0.2934222990236541,0.7001629850226744
2022,Belarus,Europe,0.6308978361529385,0.7069559903466929,0.8762255540592204,0.6676694768006836,0.46191630864801403,0.08452278888727116,0.4805684739614402,0.7505030085315225,0.7995253187266129,0.8591213805755784,0.765629573408151,0.7665854432948954,0.30514847040298937,0.32025533671919665
2020,Belgium,Europe,0.8196802713108604,0.8432764364632381,0.9037910520673236,0.8480304832219285,0.7209387159157175,0.2579196353812365,0.6085168104366329,0.7239502530348927,0.7625118487058752,0.8840980223505005,0.7855568457797759,0.7073145450144434,0.3098657387069581,0.6971606165865342
2021,Belgium,Europe,0.810479014620215,0.8356716508377267,0.851239456417319,0.8330655998589593,0.6825044260351818,0.1624486504257731,0.6573772697326568,0.7328568943497145,0.7557915309024728,0.8514677094359262,0.7639101305068394,0.7506960701042034,0.2934222990236541,0.7001629850226744
2022,Belgium,Europe,0.8124491888346237,0.8632487366832144,0.8380494384287476,0.8108229702904128,0.6647531888232296,0.10547853491494102,0.3468497180544584,0.7505030085315225,0.7995253187266129,0.8591213805755784,0.765629573408151,0.7665854432948954,0.30514847040298937,0.32025533671919665
2023,Belgium,Europe,0.8410313740664743,0.8668951067642842,0.8944745556894218,0.752201969335538,0.7651132744441862,0.32545230446426593,0.5140138586765173,0.776666610800521,0.8050075408871152,0.8762086475061824,0.6957923769236322,0.779712600149261,0.3648069331579827,0.6664385971153352
2024,Belgium,Europe,0.8593783832521051,0.8727047611006788,0.8910613095574333,0.8047597481702128,0.8441269341987858,0.4253060544672669,0.5404214253230373,0.7881106916019196,0.8132619932022738,0.8671783850637377,0.7597497585859837,0.7900104108891878,0.3906408006456607,0.34924835471040827
2020,Benin,Africa,0.5053798370695719,0.23833566075770185,0.227730576811026,0.288327354018147,0.5853991653032764,0.3451486092907296,0.7638019614131644,0.3561623433192016,0.3184980226510326,0.5614713969226144,0.3470091461889483,0.5474388263206035,0.329024501882738,0.8006159696749529
2021,Benin,Africa,0.47418780043802106,0.28967602808816584,0.049805235354764554,0.2189562802020708,0.6385929095607781,0.3065465909687249,0.6750254687723575,0.3781024054050698,0.31712481586379904,0.45689657914506565,0.2981009595408137,0.572590109328421,0.33881436749274507,0.7992953326917601
2022,Benin,Africa,0.40969502561991816,0.42171455623232684,0.04828638625600229,0.355263721640479,0.6470268457408298,0.27081783271445503,0.3913452819968348,0.39205585474018656,0.4499624617292818,0.4761287574780507,0.3980291211531635,0.557464540910697,0.31591374555035906,0.2127039051389891
2023,Benin,Africa,0.42297989767956556,0.4200990537700585,0.14930223307632795,0.177280197875763,0.6238984757984152,0.2695225017661475,0.5485676766638691,0.4306753814139869,0.4352335692021489,0.5106987246782883,0.24665549202081577,0.5483939266539063,0.35793232439344236,0.8124516418170392
2024,Benin,Africa,0.44128445741087247,0.42680068483057504,0.07939554945216211,0.3313196646737627,0.6565365431738052,0.2796052232899187,0.43828152756237815,0.4448942828215481,0.44831501760918124,0.4997959711433249,0.38187108028120814,0.586469269174496,0.34680197589810613,0.20263410834384765
2020,Bolivia,South America,0.6067762763828839,0.47568668636321676,0.7381588241902846,0.5822089955631602,0.8286298647319768,0.24284261305040575,0.8631886587966142,0.6434449878632491,0.6021100121564645,0.8469650432859576,0.7031662347791798,0.727552947061028,0.2138143515774967,0.8528614261176222
2021,Bolivia,South America,0.6002782028173301,0.4809881917384513,0.6668719574020102,0.5416433731175765,0.8377093588211908,0.254106618969861,0.8829725877852538,0.6299894371856782,0.5810453314038745,0.7733283978027,0.672430244277155,0.734261389661335,0.22438374561817748,0.8528902852890073
2022,Bolivia,South America,0.5900649361852253,0.56839289745541,0.6666058990608673,0.589584326265565,0.8470649504538054,0.23856317049133094,0.10936877402214915,0.6247563176609312,0.5967583789833812,0.7618649781430799,0.7026828804760733,0.7324125123924887,0.25709389047286585,0.16274856427014564
2023,Bolivia,South America,0.6434266040588665,0.5637945821072378,0.7330106290776199,0.4686964359311143,0.8395138288675392,0.24381530686964617,0.8936191851889915,0.6683357784617784,0.5984033890654297,0.7950373065597625,0.610475898557857,0.7440631681560642,0.2703223940391156,0.8359822170456773
2024,Bolivia,South America,0.6750004188375753,0.5685782904341474,0.7295965796874104,0.5687613386185125,0.8333548508964056,0.24841722374050998,0.1057514021013331,0.7118278503501065,0.6045943984993518,0.7998999586885283,0.6851743952006784,0.7739538045767097,0.2746863594640343,0.15593571096958647
2020,Bosnia and Herz.,Europe,0.5927734491819525,0.5976506478318409,0.777986453608088,0.7153436393287056,0.44047136324146163,0.46331847295518874,0.9978008812877294,0.7239502530348927,0.7625118487058752,0.8840980223505005,0.7855568457797759,0.7073145450144434,0.3098657387069581,0.6971606165865342
2021,Bosnia and Herz.,Europe,0.6185516116247791,0.5896129318148233,0.7836972962620229,0.6890462914325424,0.551681903499289,0.4829094328333184,0.9905169632877578,0.7328568943497145,0.7557915309024728,0.8514677094359262,0.7639101305068394,0.7506960701042034,0.2934222990236541,0.7001629850226744
2022,Bosnia and Herz.,Europe,0.6210219412690705,0.6645507072717926,0.809157535193656,0.7059070531260697,0.6055589951728393,0.5213117825848644,0.009380605284519856,0.7505030085315225,0.7995253187266129,0.8591213805755784,0.765629573408151,0.7665854432948954,0.30514847040298937,0.32025533671919665
2023,Bosnia and Herz.,Europe,0.6347137310882185,0.6667030261367576,0.8405585835159708,0.611459633006592,0.6287046502042848,0.5863629059863297,0.9852465424676512,0.776666610800521,0.8050075408871152,0.8762086475061824,0.6957923769236322,0.779712600149261,0.3648069331579827,0.6664385971153352
2024,Bosnia and Herz.,Europe,0.6903998585893447,0.6842926482294973,0.8154069666686775,0.6851904484666523,0.7188875369262094,0.6146961538761818,0.0,0.7881106916019196,0.8132619932022738,0.8671783850637377,0.7597497585859837,0.7900104108891878,0.3906408006456607,0.34924835471040827
2020,Botswana,Africa,0.17398602173421523,0.6491602037361894,0.7015492702132664,0.43425519354308806,0.7343303213204204,0.058628781961164556,0.8090893135474361,0.3561623433192016,0.3184980226510326,0.5614713969226144,0.3470091461889483,0.5474388263206035,0.329024501882738,0.8006159696749529
2021,Botswana,Africa,0.17739508430664125,0.6278311372068477,0.6180082567998667,0.37897247951741786,0.7523094829472095,0.050612351541195755,0.8382008000992873,0.3781024054050698,0.31712481586379904,0.45689657914506565,0.2981009595408137,0.572590109328421,0.33881436749274507,0.7992953326917601
2022,Botswana,Africa,0.19702061282886635,0.680090949744013,0.6178233901604527,0.29708232816579283,0.7720584285152444,0.026626303516861936,0.17380307091445588,0.39205585474018656,0.4499624617292818,0.4761287574780507,0.3980291211531635,0.557464540910697,0.31591374555035906,0.2127039051389891
2023,Botswana,Africa,0.2651382779186875,0.6689175588796007,0.6425069959821703,0.12407145737526015,0.6219869653761958,0.05047430316073642,0.8739460307128978,0.4306753814139869,0.4352335692021489,0.5106987246782883,0.24665549202081577,0.5483939266539063,0.35793232439344236,0.8124516418170392
2024,Botswana,Africa,0.27615995135701593,0.6749257378073726,0.5991928850465894,0.28158978920511374,0.6564204173735244,0.03599390000888542,0.14270722308382075,0.4448942828215481,0.44831501760918124,0.4997959711433249,0.38187108028120814,0.586469269174496,0.34680197589810613,0.20263410834384765
2020,Brazil,South America,0.726601510081347,0.6199614147662575,0.8810369162149612,0.6733252858103806,0.697120151008366,0.23108356141838038,0.8002135150976982,0.6434449878632491,0.6021100121564645,0.8469650432859576,0.7031662347791798,0.727552947061028,0.2138143515774967,0.8528614261176222
2021,Brazil,South America,0.7157467151332775,0.5870765206216149,0.8052419986012432,0.6364518355048747,0.7183514488468452,0.26166443111835835,0.7866235054753017,0.6299894371856782,0.5810453314038745,0.7733283978027,0.672430244277155,0.734261389661335,0.22438374561817748,0.8528902852890073
2022,Brazil,South America,0.7178985223787424,0.6616678047704534,0.7911105045890907,0.6525461920354088,0.7382671754919765,0.2800467754063344,0.22881977881720905,0.6247563176609312,0.5967583789833812,0.7618649781430799,0.7026828804760733,0.7324125123924887,0.25709389047286585,0.16274856427014564
2023,Brazil,South America,0.7174863451309728,0.6612285805338031,0.7718993054517835,0.5521840140300269,0.7238898090782198,0.3117195046240746,0.7555429186958913,0.6683357784617784,0.5984033890654297,0.7950373065597625,0.610475898557857,0.7440631681560642,0.2703223940391156,0.8359822170456773
2024,Brazil,South America,0.7560177454054506,0.6678407977200235,0.7848794703518289,0.6390999158333314,0.7936975448989844,0.3244395213173921,0.24769425661320058,0.7118278503501065,0.6045943984993518,0.7998999586885283,0.6851743952006784,0.7739538045767097,0.2746863594640343,0.15593571096958647
2020,Bulgaria,Europe,0.48353618713033647,0.6810509186594036,0.9437901605580847,0.6835710917300537,0.6026798461681615,0.18222394283851928,0.9999999999999999,0.7239502530348927,0.7625118487058752,0.8840980223505005,0.7855568457797759,0.7073145450144434,0.3098657387069581,0.6971606165865342
2021,Bulgaria,Europe,0.515603839690131,0.6745353203537008,0.8997486281479544,0.6504773988604482,0.6902201350069259,0.2309975190999206,0.9915713601223844,0.7328568943497145,0.7557915309024728,0.8514677094359262,0.7639101305068394,0.7506960701042034,0.2934222990236541,0.7001629850226744
2022,Bulgaria,Europe,0.5477183960272842,0.7354707778543708,0.8810395767359387,0.6798635653365177,0.7605555733196776,0.2634488209848732,0.03616245046768822,0.7505030085315225,0.7995253187266129,0.8591213805755784,0.765629573408151,0.7665854432948954,0.30514847040298937,0.32025533671919665
2023,Bulgaria,Europe,0.6067247736072262,0.7434850528758178,0.8997361310785867,0.5813519041364459,0.7225235926526363,0.2513156916971039,0.9768707405313951,0.776666610800521,0.8050075408871152,0.8762086475061824,0.6957923769236322,0.779712600149261,0.3648069331579827,0.6664385971153352
2024,Bulgaria,Europe,0.6215758344937674,0.7612089993001772,0.9086024613731839,0.6609246403102028,0.7186073713509781,0.20780420767499727,0.010694603932153986,0.7881106916019196,0.8132619932022738,0.8671783850637377,0.7597497585859837,0.7900104108891878,0.3906408006456607,0.34924835471040827
2020,Burkina Faso,Africa,0.42004656389654677,0.19683239466962132,0.6005462768345418,0.27494284516589174,0.4650395909551197,0.32710796433343214,0.7629088310814841,0.3561623433192016,0.3184980226510326,0.5614713969226144,0.3470091461889483,0.5474388263206035,0.329024501882738,0.8006159696749529
2021,Burkina Faso,Africa,0.43444497623568473,0.20808562899828975,0.4029328300665226,0.1992219720161248,0.531646689718738,0.33690890406744556,0.7767396909064217,0.3781024054050698,0.31712481586379904,0.45689657914506565,0.2981009595408137,0.572590109328421,0.33881436749274507,0.7992953326917601
2022,Burkina Faso,Africa,0.4184264479663738,0.35263148551896023,0.42799842525047105,0.3394316960612579,0.5163503932533636,0.39846682240210907,0.21393291507119966,0.39205585474018656,0.4499624617292818,0.4761287574780507,0.3980291211531635,0.557464540910697,0.31591374555035906,0.2127039051389891
2023,Burkina Faso,Africa,0.46736861363001747,0.3489178885249745,0.5023991104934085,0.15266646657068783,0.5430149473679233,0.4450302805534414,0.7985593979982757,0.4306753814139869,0.4352335692021489,0.5106987246782883,0.24665549202081577,0.5483939266539063,0.35793232439344236,0.8124516418170392
2024,Burkina Faso,Africa,0.46962473064189164,0.35311498557527427,0.4237827680279001,0.3192820442725298,0.5593904762483386,0.43210968551925255,0.31066838627085924,0.4448942828215481,0.44831501760918124,0.4997959711433249,0.38187108028120814,0.586469269174496,0.34680197589810613,0.20263410834384765
2020,Burundi,Africa,0.2305314958543741,0.0,0.2607804162711353,0.2594560909292041,0.3972462695387631,0.32888253437325776,0.6020220192102236,0.3561623433192016,0.3184980226510326,0.5614713969226144,0.3470091461889483,0.5474388263206035,0.329024501882738,0.8006159696749529
2021,Burundi,Africa,0.23544892319445393,0.0,0.05329216140101567,0.17285427729846536,0.41571888419897474,0.31851833963780346,0.6122992502238821,0.3781024054050698,0.31712481586379904,0.45689657914506565,0.2981009595408137,0.572590109328421,0.33881436749274507,0.7992953326917601
2020,Cambodia,Asia,0.4352512630594528,0.35442402979103194,0.6923291543079684,0.5166962363446688,0.9735601399082041,0.40950589127366893,0.8633858490395551,0.5228256734271443,0.6025384671403288,0.754344105662589,0.6485106915328265,0.6947403475380933,0.37008690518831616,0.7592173908666273
2021,Cambodia,Asia,0.43380581077600694,0.3442357020238289,0.5803603834662169,0.47488684124470026,0.9803666534483719,0.38821628675755243,0.8881633040807789,0.5293722911314006,0.5800386416516603,0.6800974373793518,0.6129535595896863,0.7148823912046476,0.36784557170290755,0.7566141909651164
2022,Cambodia,Asia,0.41285161150394706,0.461278266807498,0.5546574283046868,0.5360015208910832,1.0,0.35464798198024,0.11573842389004098,0.5408436576122048,0.6522065745112973,0.673349188390661,0.6512679307434385,0.7145060278326065,0.33900616286856733,0.25896374699803015
2023,Cambodia,Asia,0.4263102664876536,0.4659961078521916,0.6319301148708969,0.402702688288489,0.9948466427459706,0.4169604650764056,0.9081903978897966,0.5794945536367438,0.6586413956169241,0.6857825417846686,0.5527476563865464,0.7141979453647537,0.3692132002637042,0.7443001974192132
2024,Cambodia,Asia,0.4351878457811134,0.4723076564935993,0.6300775242732551,0.5155685741432151,1.0,0.42378226031015703,0.12353695801686689,0.5947133752289798,0.6612784195448327,0.680266239185924,0.6373852545119584,0.7280259175231328,0.387408386729349,0.2530242257129913
2020,Cameroon,Africa,0.4803693109108224,0.327953328409196,0.5813811024603381,0.237463685663319,0.6335803802887423,0.3475172608096072,0.8979796002832156,0.3561623433192016,0.3184980226510326,0.5614713969226144,0.3470091461889483,0.5474388263206035,0.329024501882738,0.8006159696749529
2021,Cameroon,Africa,0.4923484364336503,0.3100579037478768,0.4747106652078482,0.176903838200831,0.5939312476792218,0.37820286834922284,0.8930279060787347,0.3781024054050698,0.31712481586379904,0.45689657914506565,0.2981009595408137,0.572590109328421,0.33881436749274507,0.7992953326917601
